"Survey","rep","samplingDepth","meanMOI","method","survey_year"
1,68,0.05,1.14583333333333,"pool",2012
1,69,0.05,1.45833333333333,"pool",2012
1,70,0.05,1.5625,"pool",2012
1,71,0.05,1.79166666666667,"pool",2012
1,72,0.05,1.03125,"pool",2012
1,73,0.05,1.4375,"pool",2012
1,74,0.05,1.66666666666667,"pool",2012
1,75,0.05,1.41666666666667,"pool",2012
1,76,0.05,1.90625,"pool",2012
1,77,0.05,1.72916666666667,"pool",2012
1,78,0.05,0.895833333333333,"pool",2012
1,79,0.05,1.51041666666667,"pool",2012
1,80,0.05,1.88541666666667,"pool",2012
1,81,0.05,1.32291666666667,"pool",2012
1,82,0.05,1.67708333333333,"pool",2012
1,83,0.05,1.19791666666667,"pool",2012
1,84,0.05,1.57291666666667,"pool",2012
1,85,0.05,1.91666666666667,"pool",2012
1,86,0.05,2.03125,"pool",2012
1,87,0.05,1.61458333333333,"pool",2012
1,88,0.05,1.36458333333333,"pool",2012
1,89,0.05,1.69791666666667,"pool",2012
1,90,0.05,1.85416666666667,"pool",2012
1,91,0.05,1.63541666666667,"pool",2012
1,92,0.05,1.3125,"pool",2012
1,93,0.05,1.16666666666667,"pool",2012
1,94,0.05,1.57291666666667,"pool",2012
1,95,0.05,1.40625,"pool",2012
1,96,0.05,1.5,"pool",2012
1,97,0.05,0.822916666666667,"pool",2012
1,98,0.05,1.78125,"pool",2012
1,99,0.05,1.29166666666667,"pool",2012
1,100,0.05,1.17708333333333,"pool",2012
1,101,0.05,1.20833333333333,"pool",2012
1,102,0.05,1.95833333333333,"pool",2012
1,103,0.05,1.65625,"pool",2012
1,104,0.05,1.48958333333333,"pool",2012
1,105,0.05,0.895833333333333,"pool",2012
1,106,0.05,1.44791666666667,"pool",2012
1,107,0.05,1.625,"pool",2012
1,108,0.05,1.36458333333333,"pool",2012
1,109,0.05,1.60416666666667,"pool",2012
1,110,0.05,2.01041666666667,"pool",2012
1,111,0.05,0.875,"pool",2012
1,112,0.05,1.05208333333333,"pool",2012
1,113,0.05,2.03125,"pool",2012
1,114,0.05,1.83333333333333,"pool",2012
1,115,0.05,1.32291666666667,"pool",2012
1,116,0.05,2.10416666666667,"pool",2012
1,117,0.05,1.53125,"pool",2012
1,118,0.05,1.54166666666667,"pool",2012
1,119,0.05,1.77083333333333,"pool",2012
1,120,0.05,1.34375,"pool",2012
1,121,0.05,1.82291666666667,"pool",2012
1,122,0.05,1.21875,"pool",2012
1,123,0.05,1.9375,"pool",2012
1,124,0.05,1.03125,"pool",2012
1,125,0.05,1.85416666666667,"pool",2012
1,126,0.05,1.27083333333333,"pool",2012
1,127,0.05,2.23958333333333,"pool",2012
1,128,0.05,1.79166666666667,"pool",2012
1,129,0.05,1.59375,"pool",2012
1,130,0.05,1.11458333333333,"pool",2012
1,131,0.05,1.34375,"pool",2012
1,132,0.05,2,"pool",2012
1,133,0.05,1.66666666666667,"pool",2012
1,134,0.05,1.89583333333333,"pool",2012
1,135,0.05,1.41666666666667,"pool",2012
1,136,0.05,1.9375,"pool",2012
1,137,0.05,1.66666666666667,"pool",2012
1,138,0.05,1.36458333333333,"pool",2012
1,139,0.05,1.71875,"pool",2012
1,140,0.05,2.14583333333333,"pool",2012
1,141,0.05,1.71875,"pool",2012
1,142,0.05,1.6875,"pool",2012
1,143,0.05,1.69791666666667,"pool",2012
1,144,0.05,0.78125,"pool",2012
1,145,0.05,1.29166666666667,"pool",2012
1,146,0.05,1.69791666666667,"pool",2012
1,147,0.05,0.979166666666667,"pool",2012
1,148,0.05,1.60416666666667,"pool",2012
1,149,0.05,1.80208333333333,"pool",2012
1,150,0.05,1.84375,"pool",2012
1,151,0.05,1.29166666666667,"pool",2012
1,152,0.05,1.36458333333333,"pool",2012
1,153,0.05,1.23958333333333,"pool",2012
1,154,0.05,1.39583333333333,"pool",2012
1,155,0.05,1.6875,"pool",2012
1,156,0.05,1.34375,"pool",2012
1,157,0.05,2.07291666666667,"pool",2012
1,158,0.05,1.60416666666667,"pool",2012
1,159,0.05,1.48958333333333,"pool",2012
1,160,0.05,1.34375,"pool",2012
1,161,0.05,1.27083333333333,"pool",2012
1,162,0.05,1.66666666666667,"pool",2012
1,163,0.05,1.85416666666667,"pool",2012
1,164,0.05,1.72916666666667,"pool",2012
1,165,0.05,1.88541666666667,"pool",2012
1,166,0.05,1.20833333333333,"pool",2012
1,167,0.05,1.9375,"pool",2012
1,168,0.05,1.21875,"pool",2012
1,169,0.05,2.07291666666667,"pool",2012
1,170,0.05,1.6875,"pool",2012
1,171,0.05,1.53125,"pool",2012
1,172,0.05,1.44791666666667,"pool",2012
1,173,0.05,1.45833333333333,"pool",2012
1,174,0.05,1.01041666666667,"pool",2012
1,175,0.05,1.60416666666667,"pool",2012
1,176,0.05,2.28125,"pool",2012
1,177,0.05,1.84375,"pool",2012
1,178,0.05,1.84375,"pool",2012
1,179,0.05,1.41666666666667,"pool",2012
1,180,0.05,1.48958333333333,"pool",2012
1,181,0.05,1.67708333333333,"pool",2012
1,182,0.05,1.86458333333333,"pool",2012
1,183,0.05,1.84375,"pool",2012
1,184,0.05,1.66666666666667,"pool",2012
1,185,0.05,1.66666666666667,"pool",2012
1,186,0.05,1.96875,"pool",2012
1,187,0.05,1.5625,"pool",2012
1,188,0.05,1.84375,"pool",2012
1,189,0.05,1.19791666666667,"pool",2012
1,190,0.05,2.27083333333333,"pool",2012
1,191,0.05,1.33333333333333,"pool",2012
1,192,0.05,1.98958333333333,"pool",2012
1,193,0.05,1.38541666666667,"pool",2012
1,194,0.05,1.66666666666667,"pool",2012
1,195,0.05,1.72916666666667,"pool",2012
1,196,0.05,1.22916666666667,"pool",2012
1,197,0.05,1.73958333333333,"pool",2012
1,198,0.05,1.64583333333333,"pool",2012
1,199,0.05,1.47916666666667,"pool",2012
1,200,0.05,1.79166666666667,"pool",2012
1,201,0.05,1.3125,"pool",2012
1,202,0.05,1.67708333333333,"pool",2012
1,203,0.05,1.58333333333333,"pool",2012
1,204,0.05,1.76041666666667,"pool",2012
1,205,0.05,1.85416666666667,"pool",2012
1,206,0.05,0.854166666666667,"pool",2012
1,207,0.05,1.39583333333333,"pool",2012
1,208,0.05,1.40625,"pool",2012
1,209,0.05,2.44791666666667,"pool",2012
1,210,0.05,1.44791666666667,"pool",2012
1,211,0.05,1.36458333333333,"pool",2012
1,212,0.05,1.11458333333333,"pool",2012
1,213,0.05,1.77083333333333,"pool",2012
1,214,0.05,1.52083333333333,"pool",2012
1,215,0.05,1.42708333333333,"pool",2012
1,216,0.05,1.32291666666667,"pool",2012
1,217,0.05,1.86458333333333,"pool",2012
1,218,0.05,1.94791666666667,"pool",2012
1,219,0.05,1.65625,"pool",2012
1,220,0.05,2.08333333333333,"pool",2012
1,221,0.05,1.51041666666667,"pool",2012
1,222,0.05,1.53125,"pool",2012
1,223,0.05,1.70833333333333,"pool",2012
1,224,0.05,1.83333333333333,"pool",2012
1,225,0.05,1.78125,"pool",2012
1,226,0.05,1.70833333333333,"pool",2012
1,227,0.05,1.32291666666667,"pool",2012
1,228,0.05,1.71875,"pool",2012
1,229,0.05,1.79166666666667,"pool",2012
1,230,0.05,1.125,"pool",2012
1,231,0.05,1.6875,"pool",2012
1,232,0.05,1.38541666666667,"pool",2012
1,233,0.05,1.59375,"pool",2012
1,234,0.05,1.75,"pool",2012
1,235,0.05,1.60416666666667,"pool",2012
1,236,0.05,1.66666666666667,"pool",2012
1,237,0.05,1.46875,"pool",2012
1,238,0.05,1.42708333333333,"pool",2012
1,239,0.05,1.59375,"pool",2012
1,240,0.05,1.42708333333333,"pool",2012
1,241,0.05,1.4375,"pool",2012
1,242,0.05,1.8125,"pool",2012
1,243,0.05,1.53125,"pool",2012
1,244,0.05,1.64583333333333,"pool",2012
1,245,0.05,1.05208333333333,"pool",2012
1,246,0.05,1.8125,"pool",2012
1,247,0.05,1.8125,"pool",2012
1,248,0.05,1.22916666666667,"pool",2012
1,249,0.05,1.16666666666667,"pool",2012
1,250,0.05,1,"pool",2012
1,251,0.05,1.55208333333333,"pool",2012
1,252,0.05,1.60416666666667,"pool",2012
1,253,0.05,1.73958333333333,"pool",2012
1,254,0.05,1.39583333333333,"pool",2012
1,255,0.05,1.4375,"pool",2012
1,256,0.05,2.1875,"pool",2012
1,257,0.05,1.29166666666667,"pool",2012
1,258,0.05,1.625,"pool",2012
1,259,0.05,1.40625,"pool",2012
1,260,0.05,1.51041666666667,"pool",2012
1,261,0.05,1.44791666666667,"pool",2012
1,262,0.05,1.51041666666667,"pool",2012
1,263,0.05,1.15625,"pool",2012
1,264,0.05,1.21875,"pool",2012
1,265,0.05,1.76041666666667,"pool",2012
1,266,0.05,1.1875,"pool",2012
1,267,0.05,1.67708333333333,"pool",2012
1,268,0.05,1.46875,"pool",2012
1,269,0.05,1.73958333333333,"pool",2012
1,270,0.05,1.41666666666667,"pool",2012
1,271,0.05,1.57291666666667,"pool",2012
1,272,0.05,1.625,"pool",2012
1,273,0.05,1.48958333333333,"pool",2012
1,274,0.05,1.69791666666667,"pool",2012
1,275,0.05,1.80208333333333,"pool",2012
1,276,0.05,1.19791666666667,"pool",2012
1,277,0.05,1.52083333333333,"pool",2012
1,278,0.05,1.13541666666667,"pool",2012
1,279,0.05,1.48958333333333,"pool",2012
1,280,0.05,1.54166666666667,"pool",2012
1,281,0.05,1.5,"pool",2012
1,282,0.05,1.375,"pool",2012
1,283,0.05,2.05208333333333,"pool",2012
1,284,0.05,1.35416666666667,"pool",2012
1,285,0.05,1.42708333333333,"pool",2012
1,286,0.05,2.05208333333333,"pool",2012
1,287,0.05,1.60416666666667,"pool",2012
1,288,0.05,1.53125,"pool",2012
1,289,0.05,1.07291666666667,"pool",2012
1,290,0.05,1.14583333333333,"pool",2012
1,291,0.05,1.73958333333333,"pool",2012
1,292,0.05,1.58333333333333,"pool",2012
1,293,0.05,1.3125,"pool",2012
1,294,0.05,1.30208333333333,"pool",2012
1,295,0.05,1.83333333333333,"pool",2012
1,296,0.05,1.30208333333333,"pool",2012
1,297,0.05,1.70833333333333,"pool",2012
1,298,0.05,1.53125,"pool",2012
1,299,0.05,1.07291666666667,"pool",2012
1,300,0.05,2.05208333333333,"pool",2012
1,301,0.05,1.46875,"pool",2012
1,302,0.05,1.36458333333333,"pool",2012
1,303,0.05,1.94791666666667,"pool",2012
1,304,0.05,1.10416666666667,"pool",2012
1,305,0.05,1.52083333333333,"pool",2012
1,306,0.05,1.4375,"pool",2012
1,307,0.05,1.65625,"pool",2012
1,308,0.05,1.88541666666667,"pool",2012
1,309,0.05,2.0625,"pool",2012
1,310,0.05,1.42708333333333,"pool",2012
1,311,0.05,1.53125,"pool",2012
1,312,0.05,1.8125,"pool",2012
1,313,0.05,1.92708333333333,"pool",2012
1,314,0.05,1.46875,"pool",2012
1,315,0.05,2.09375,"pool",2012
1,316,0.05,1.73958333333333,"pool",2012
1,317,0.05,1.58333333333333,"pool",2012
1,318,0.05,1.69791666666667,"pool",2012
1,319,0.05,1.47916666666667,"pool",2012
1,320,0.05,1.85416666666667,"pool",2012
1,321,0.05,1.27083333333333,"pool",2012
1,322,0.05,1.82291666666667,"pool",2012
1,323,0.05,1.69791666666667,"pool",2012
1,324,0.05,1.39583333333333,"pool",2012
1,325,0.05,1.39583333333333,"pool",2012
1,326,0.05,1.35416666666667,"pool",2012
1,327,0.05,1.46875,"pool",2012
1,328,0.05,0.885416666666667,"pool",2012
1,329,0.05,1.61458333333333,"pool",2012
1,330,0.05,1.97916666666667,"pool",2012
1,331,0.05,1.89583333333333,"pool",2012
1,332,0.05,1.90625,"pool",2012
1,333,0.05,1.59375,"pool",2012
1,334,0.05,1.39583333333333,"pool",2012
1,335,0.05,1.84375,"pool",2012
1,336,0.05,1.64583333333333,"pool",2012
1,337,0.05,1.85416666666667,"pool",2012
1,338,0.05,1.90625,"pool",2012
1,339,0.05,1.33333333333333,"pool",2012
1,340,0.05,2.05208333333333,"pool",2012
1,341,0.05,1.78125,"pool",2012
1,342,0.05,1.53125,"pool",2012
1,343,0.05,1.78125,"pool",2012
1,344,0.05,1.14583333333333,"pool",2012
1,345,0.05,1.85416666666667,"pool",2012
1,346,0.05,1.84375,"pool",2012
1,347,0.05,1.38541666666667,"pool",2012
1,348,0.05,1.22916666666667,"pool",2012
1,349,0.05,1.6875,"pool",2012
1,350,0.05,1.46875,"pool",2012
1,351,0.05,1.78125,"pool",2012
1,352,0.05,2.23958333333333,"pool",2012
1,353,0.05,1.89583333333333,"pool",2012
1,354,0.05,1.78125,"pool",2012
1,355,0.05,1.6875,"pool",2012
1,356,0.05,1.83333333333333,"pool",2012
1,357,0.05,1.85416666666667,"pool",2012
1,358,0.05,1.53125,"pool",2012
1,359,0.05,1.51041666666667,"pool",2012
1,360,0.05,2,"pool",2012
1,361,0.05,1.59375,"pool",2012
1,362,0.05,1.55208333333333,"pool",2012
1,363,0.05,1.54166666666667,"pool",2012
1,364,0.05,2.01041666666667,"pool",2012
1,365,0.05,1.5625,"pool",2012
1,366,0.05,1.83333333333333,"pool",2012
1,367,0.05,1.23958333333333,"pool",2012
1,368,0.05,1.3125,"pool",2012
1,369,0.05,1.89583333333333,"pool",2012
1,370,0.05,1.63541666666667,"pool",2012
1,371,0.05,1.61458333333333,"pool",2012
1,372,0.05,2.15625,"pool",2012
1,373,0.05,1.66666666666667,"pool",2012
1,374,0.05,1.75,"pool",2012
1,375,0.05,1.8125,"pool",2012
1,376,0.05,1.8125,"pool",2012
1,377,0.05,1.47916666666667,"pool",2012
1,378,0.05,1.36458333333333,"pool",2012
1,379,0.05,1.82291666666667,"pool",2012
1,380,0.05,1.77083333333333,"pool",2012
1,381,0.05,1.86458333333333,"pool",2012
1,382,0.05,1.10416666666667,"pool",2012
1,383,0.05,1.85416666666667,"pool",2012
1,384,0.05,1.38541666666667,"pool",2012
1,385,0.05,0.927083333333333,"pool",2012
1,386,0.05,2.27083333333333,"pool",2012
1,387,0.05,1.39583333333333,"pool",2012
1,388,0.05,1.73958333333333,"pool",2012
1,389,0.05,1.60416666666667,"pool",2012
1,390,0.05,1.5625,"pool",2012
1,391,0.05,1.5625,"pool",2012
1,392,0.05,1.52083333333333,"pool",2012
1,393,0.05,1.625,"pool",2012
1,394,0.05,1.38541666666667,"pool",2012
1,395,0.05,1.65625,"pool",2012
1,396,0.05,1.48958333333333,"pool",2012
1,397,0.05,1.13541666666667,"pool",2012
1,398,0.05,1.17708333333333,"pool",2012
1,399,0.05,1.75,"pool",2012
1,400,0.05,2.17708333333333,"pool",2012
1,401,0.05,1.97916666666667,"pool",2012
1,402,0.05,1.21875,"pool",2012
1,403,0.05,1.64583333333333,"pool",2012
1,404,0.05,1.59375,"pool",2012
1,405,0.05,1.67708333333333,"pool",2012
1,406,0.05,1.375,"pool",2012
1,407,0.05,2.15625,"pool",2012
1,408,0.05,1.71875,"pool",2012
1,409,0.05,1.75,"pool",2012
1,410,0.05,1.61458333333333,"pool",2012
1,411,0.05,1.90625,"pool",2012
1,412,0.05,2.05208333333333,"pool",2012
1,413,0.05,1.85416666666667,"pool",2012
1,414,0.05,1.71875,"pool",2012
1,415,0.05,1.51041666666667,"pool",2012
1,416,0.05,1.9375,"pool",2012
1,417,0.05,1.16666666666667,"pool",2012
1,418,0.05,0.9375,"pool",2012
1,419,0.05,2.07291666666667,"pool",2012
1,420,0.05,1.75,"pool",2012
1,421,0.05,1.63541666666667,"pool",2012
1,422,0.05,1.69791666666667,"pool",2012
1,423,0.05,2.07291666666667,"pool",2012
1,424,0.05,1.21875,"pool",2012
1,425,0.05,2.09375,"pool",2012
1,426,0.05,1.3125,"pool",2012
1,427,0.05,0.864583333333333,"pool",2012
1,428,0.05,1.79166666666667,"pool",2012
1,429,0.05,1.36458333333333,"pool",2012
1,430,0.05,1.17708333333333,"pool",2012
1,431,0.05,1.41666666666667,"pool",2012
1,432,0.05,1.20833333333333,"pool",2012
1,433,0.05,1.39583333333333,"pool",2012
1,434,0.05,1.57291666666667,"pool",2012
1,435,0.05,1.42708333333333,"pool",2012
1,436,0.05,1.78125,"pool",2012
1,437,0.05,1.36458333333333,"pool",2012
1,438,0.05,1.42708333333333,"pool",2012
1,439,0.05,1.25,"pool",2012
1,440,0.05,1.36458333333333,"pool",2012
1,441,0.05,1.34375,"pool",2012
1,442,0.05,1.875,"pool",2012
1,443,0.05,1.34375,"pool",2012
1,444,0.05,1.14583333333333,"pool",2012
1,445,0.05,1.875,"pool",2012
1,446,0.05,1.32291666666667,"pool",2012
1,447,0.05,1.70833333333333,"pool",2012
1,448,0.05,1.80208333333333,"pool",2012
1,449,0.05,1.76041666666667,"pool",2012
1,450,0.05,1.38541666666667,"pool",2012
1,451,0.05,1.55208333333333,"pool",2012
1,452,0.05,1.53125,"pool",2012
1,453,0.05,1.92708333333333,"pool",2012
1,454,0.05,1.41666666666667,"pool",2012
1,455,0.05,1.75,"pool",2012
1,456,0.05,1.30208333333333,"pool",2012
1,457,0.05,1.78125,"pool",2012
1,458,0.05,1.26041666666667,"pool",2012
1,459,0.05,1.44791666666667,"pool",2012
1,460,0.05,1.71875,"pool",2012
1,461,0.05,1.59375,"pool",2012
1,462,0.05,1.22916666666667,"pool",2012
1,463,0.05,1.38541666666667,"pool",2012
1,464,0.05,1.88541666666667,"pool",2012
1,465,0.05,1.69791666666667,"pool",2012
1,466,0.05,1.52083333333333,"pool",2012
1,467,0.05,1.23958333333333,"pool",2012
1,468,0.05,1.5,"pool",2012
1,469,0.05,0.833333333333333,"pool",2012
1,470,0.05,1.54166666666667,"pool",2012
1,471,0.05,1.51041666666667,"pool",2012
1,472,0.05,1.55208333333333,"pool",2012
1,473,0.05,1.45833333333333,"pool",2012
1,474,0.05,1.59375,"pool",2012
1,475,0.05,1.39583333333333,"pool",2012
1,476,0.05,1.65625,"pool",2012
1,477,0.05,1.57291666666667,"pool",2012
1,478,0.05,1.59375,"pool",2012
1,479,0.05,1.5625,"pool",2012
1,480,0.05,1.45833333333333,"pool",2012
1,481,0.05,1.47916666666667,"pool",2012
1,482,0.05,1.64583333333333,"pool",2012
1,483,0.05,1.36458333333333,"pool",2012
1,484,0.05,1.58333333333333,"pool",2012
1,485,0.05,1.88541666666667,"pool",2012
1,486,0.05,1.03125,"pool",2012
1,487,0.05,1.58333333333333,"pool",2012
1,488,0.05,1.55208333333333,"pool",2012
1,489,0.05,1.1875,"pool",2012
1,490,0.05,1.60416666666667,"pool",2012
1,491,0.05,1.6875,"pool",2012
1,492,0.05,1.375,"pool",2012
1,493,0.05,2.67708333333333,"pool",2012
1,494,0.05,1.375,"pool",2012
1,495,0.05,1.57291666666667,"pool",2012
1,496,0.05,2.14583333333333,"pool",2012
1,497,0.05,1.58333333333333,"pool",2012
1,498,0.05,1.57291666666667,"pool",2012
1,499,0.05,1.59375,"pool",2012
1,500,0.05,1.32291666666667,"pool",2012
1,501,0.05,1.29166666666667,"pool",2012
1,502,0.05,1.94791666666667,"pool",2012
1,503,0.05,1.60416666666667,"pool",2012
1,504,0.05,1.71875,"pool",2012
1,505,0.05,1.45833333333333,"pool",2012
1,506,0.05,1.92708333333333,"pool",2012
1,507,0.05,1.08333333333333,"pool",2012
1,508,0.05,1.69791666666667,"pool",2012
1,509,0.05,1.44791666666667,"pool",2012
1,510,0.05,1.48958333333333,"pool",2012
1,511,0.05,1.16666666666667,"pool",2012
1,512,0.05,1.33333333333333,"pool",2012
1,513,0.05,1.40625,"pool",2012
1,514,0.05,1.53125,"pool",2012
1,515,0.05,1.33333333333333,"pool",2012
1,516,0.05,1.21875,"pool",2012
1,517,0.05,1.58333333333333,"pool",2012
1,518,0.05,1.80208333333333,"pool",2012
1,519,0.05,2.09375,"pool",2012
1,520,0.05,1.6875,"pool",2012
1,521,0.05,1.57291666666667,"pool",2012
1,522,0.05,1.40625,"pool",2012
1,523,0.05,1.33333333333333,"pool",2012
1,524,0.05,1.25,"pool",2012
1,525,0.05,1.57291666666667,"pool",2012
1,526,0.05,1.46875,"pool",2012
1,527,0.05,1.78125,"pool",2012
1,528,0.05,1.47916666666667,"pool",2012
1,529,0.05,1.73958333333333,"pool",2012
1,530,0.05,1.82291666666667,"pool",2012
1,531,0.05,2.07291666666667,"pool",2012
1,532,0.05,1.625,"pool",2012
1,533,0.05,1.34375,"pool",2012
1,534,0.05,1.65625,"pool",2012
1,535,0.05,1.45833333333333,"pool",2012
1,536,0.05,1.94791666666667,"pool",2012
1,537,0.05,1.54166666666667,"pool",2012
1,538,0.05,1.10416666666667,"pool",2012
1,539,0.05,1.77083333333333,"pool",2012
1,540,0.05,1.3125,"pool",2012
1,541,0.05,1.63541666666667,"pool",2012
1,542,0.05,1.32291666666667,"pool",2012
1,543,0.05,1.5,"pool",2012
1,544,0.05,1.55208333333333,"pool",2012
1,545,0.05,1.11458333333333,"pool",2012
1,546,0.05,2.15625,"pool",2012
1,547,0.05,1.40625,"pool",2012
1,548,0.05,1.5,"pool",2012
1,549,0.05,1.75,"pool",2012
1,550,0.05,1.71875,"pool",2012
1,551,0.05,1.88541666666667,"pool",2012
1,552,0.05,1.3125,"pool",2012
1,553,0.05,1.65625,"pool",2012
1,554,0.05,1.44791666666667,"pool",2012
1,555,0.05,1.51041666666667,"pool",2012
1,556,0.05,1.84375,"pool",2012
1,557,0.05,1.42708333333333,"pool",2012
1,558,0.05,2.46875,"pool",2012
1,559,0.05,1.34375,"pool",2012
1,560,0.05,1.4375,"pool",2012
1,561,0.05,1.66666666666667,"pool",2012
1,562,0.05,0.927083333333333,"pool",2012
1,563,0.05,1.72916666666667,"pool",2012
1,564,0.05,1.42708333333333,"pool",2012
1,565,0.05,1.75,"pool",2012
1,566,0.05,1.40625,"pool",2012
1,567,0.05,1.73958333333333,"pool",2012
1,568,0.05,1.90625,"pool",2012
1,569,0.05,1.63541666666667,"pool",2012
1,570,0.05,1.63541666666667,"pool",2012
1,571,0.05,1.46875,"pool",2012
1,572,0.05,1.29166666666667,"pool",2012
1,573,0.05,0.96875,"pool",2012
1,574,0.05,1.84375,"pool",2012
1,575,0.05,1.54166666666667,"pool",2012
1,576,0.05,1.33333333333333,"pool",2012
1,577,0.05,1.9375,"pool",2012
1,578,0.05,1.69791666666667,"pool",2012
1,579,0.05,1.54166666666667,"pool",2012
1,580,0.05,1.73958333333333,"pool",2012
1,581,0.05,1.51041666666667,"pool",2012
1,582,0.05,1.27083333333333,"pool",2012
1,583,0.05,1.89583333333333,"pool",2012
1,584,0.05,1.02083333333333,"pool",2012
1,585,0.05,1.23958333333333,"pool",2012
1,586,0.05,1.1875,"pool",2012
1,587,0.05,1.58333333333333,"pool",2012
1,588,0.05,1.54166666666667,"pool",2012
1,589,0.05,1.32291666666667,"pool",2012
1,590,0.05,1.23958333333333,"pool",2012
1,591,0.05,1.59375,"pool",2012
1,592,0.05,2.02083333333333,"pool",2012
1,593,0.05,1.57291666666667,"pool",2012
1,594,0.05,1.5,"pool",2012
1,595,0.05,1.76041666666667,"pool",2012
1,596,0.05,1.8125,"pool",2012
1,597,0.05,1.73958333333333,"pool",2012
1,598,0.05,1.67708333333333,"pool",2012
1,599,0.05,1.10416666666667,"pool",2012
1,600,0.05,0.947916666666667,"pool",2012
1,601,0.05,1.11458333333333,"pool",2012
1,602,0.05,1.375,"pool",2012
1,603,0.05,1.625,"pool",2012
1,604,0.05,1.33333333333333,"pool",2012
1,605,0.05,1.96875,"pool",2012
1,606,0.05,1.88541666666667,"pool",2012
1,607,0.05,1.71875,"pool",2012
1,608,0.05,1.77083333333333,"pool",2012
1,609,0.05,1.79166666666667,"pool",2012
1,610,0.05,1.86458333333333,"pool",2012
1,611,0.05,1.96875,"pool",2012
1,612,0.05,1.30208333333333,"pool",2012
1,613,0.05,1.69791666666667,"pool",2012
1,614,0.05,1.15625,"pool",2012
1,615,0.05,1.42708333333333,"pool",2012
1,616,0.05,1.5625,"pool",2012
1,617,0.05,1.89583333333333,"pool",2012
1,618,0.05,1.01041666666667,"pool",2012
1,619,0.05,1.54166666666667,"pool",2012
1,620,0.05,1.60416666666667,"pool",2012
1,621,0.05,1.64583333333333,"pool",2012
1,622,0.05,1.65625,"pool",2012
1,623,0.05,1.51041666666667,"pool",2012
1,624,0.05,1.22916666666667,"pool",2012
1,625,0.05,2.34375,"pool",2012
1,626,0.05,1.45833333333333,"pool",2012
1,627,0.05,1.64583333333333,"pool",2012
1,628,0.05,2.11458333333333,"pool",2012
1,629,0.05,1.80208333333333,"pool",2012
1,630,0.05,1.53125,"pool",2012
1,631,0.05,1.71875,"pool",2012
1,632,0.05,1.85416666666667,"pool",2012
1,633,0.05,1.17708333333333,"pool",2012
1,634,0.05,1.02083333333333,"pool",2012
1,635,0.05,1.53125,"pool",2012
1,636,0.05,1.55208333333333,"pool",2012
